tcId,summary,username,password,menu,accountId,expectedResult
FCB-11225,Liabilities_Deposit_Verify_TimeDeposit_TM9_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11227,Liabilities_Deposit_Verify_TimeDeposit_TY1_USD_1YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11230,Liabilities_Deposit_Verify_TimeDeposit_TY1_GBP_1YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11233,Liabilities_Deposit_Verify_TimeDeposit_TY1_EUR_1YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11236,Liabilities_Deposit_Verify_TimeDeposit_TY1_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11238,Liabilities_Deposit_Verify_TimeDeposit_TY2_USD_2YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11241,Liabilities_Deposit_Verify_TimeDeposit_TY2_GBP_2YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11244,Liabilities_Deposit_Verify_TimeDeposit_TY2_EUR_2YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11247,Liabilities_Deposit_Verify_TimeDeposit_TY2_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11249,Liabilities_Deposit_Verify_TimeDeposit_TY3_USD_3YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11252,Liabilities_Deposit_Verify_TimeDeposit_TY3_GBP_3YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11258,Liabilities_Deposit_Verify_TimeDeposit_TY3_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11260,Liabilities_Deposit_Verify_TimeDeposit_TY5_USD_5YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11263,Liabilities_Deposit_Verify_TimeDeposit_TY5_GBP_5YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11266,Liabilities_Deposit_Verify_TimeDeposit_TY5_EUR_5YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11269,Liabilities_Deposit_Verify_TimeDeposit_TY5_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11271,Liabilities_Deposit_Verify_TimeDeposit_TY7_USD_7YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11274,Liabilities_Deposit_Verify_TimeDeposit_TY7_GBP_7YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11277,Liabilities_Deposit_Verify_TimeDeposit_TY7_EUR_7YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11280,Liabilities_Deposit_Verify_TimeDeposit_TY7_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11282,Liabilities_Deposit_Verify_TimeDeposit_TY1M_EGP_1YEAR_MonthlyInterest_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11285,Liabilities_Deposit_Verify_TimeDeposit_TY1M_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11287,Liabilities_Deposit_Verify_TimeDeposit_TY2M_EGP_2YEAR_MonthlyInterest_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11290,Liabilities_Deposit_Verify_TimeDeposit_TY2M_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11292,Liabilities_Deposit_Verify_TimeDeposit_TY3M_EGP_3YEAR_MonthlyInterest_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11295,Liabilities_Deposit_Verify_TimeDeposit_TY3M_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11297,Liabilities_Deposit_Verify_TimeDeposit_TY5M_EGP_5YEAR_MonthlyInterest_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11300,Liabilities_Deposit_Verify_TimeDeposit_TY5M_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11302,Liabilities_Deposit_Verify_TimeDeposit_TY7M_EGP_7YEAR_MonthlyInterest_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11305,Liabilities_Deposit_Verify_TimeDeposit_TY7M_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11307,Liabilities_Deposit_Verify_TimeDeposit_TY1Q_EGP_1YEAR_QuartlyInterest_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11310,Liabilities_Deposit_Verify_TimeDeposit_TY1Q_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11312,Liabilities_Deposit_Verify_TimeDeposit_TY2Q_EGP_2YEAR_QuartlyInterest_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11315,Liabilities_Deposit_Verify_TimeDeposit_TY2Q_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11317,Liabilities_Deposit_Verify_TimeDeposit_TY3Q_EGP_3YEAR_QuartlyInterest_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11320,Liabilities_Deposit_Verify_TimeDeposit_TY3Q_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11322,Liabilities_Deposit_Verify_TimeDeposit_TY5Q_EGP_5YEAR_QuartlyInterest_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11325,Liabilities_Deposit_Verify_TimeDeposit_TY5Q_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11327,Liabilities_Deposit_Verify_TimeDeposit_TY7Q_EGP_7YEAR_QuartlyInterest_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-11330,Liabilities_Deposit_Verify_TimeDeposit_TY7Q_EGP_MinimumAmount_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-10947,Liabilities_TermDeposit_VerifyCreation_EGP_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-2892,Liabilities_Deposit_Verify_TimeDeposit_TW7_EGP_1week_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-2895,Liabilities_Deposit_Veify_TimeDeposit_TW14_EGP_2week_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-2898,Liabilities_Deposit_Verify_TimeDeposit_TM1_EGP_1MON_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-2901,Liabilities_Deposit_Verify_TimeDeposit_TM2_EGP_2MON_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-2904,Liabilities_Deposit_Verify_TimeDeposit_TM3_EGP_3MON_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-2907,Liabilities_Deposit_Verify_TimeDeposit_TM6_EGP_6MON_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-2910,Liabilities_Deposit_Verify_TimeDeposit_TM9_EGP_9MON_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-2913,Liabilities_Deposit_Verify_TimeDeposit_TY1_EGP_1YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-2916,Liabilities_Deposit_Verify_TimeDeposit_TY2_EGP_2YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-2919,Liabilities_Deposit_Verify_TimeDeposit_TY3_EGP_3YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-2922,Liabilities_Deposit_Verify_TimeDeposit_TY5_EGP_5YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
FCB-2925,Liabilities_Deposit_Verify_TimeDeposit_TY7_EGP_7YEAR_Checker,ABE36,Infy@123,INSTTD,,verified successfully
